ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS_star_objid,SDSS_star_type,SDSS_star_offset,SDSS_star_redshift,SDSS_star_ra,SDSS_star_dec,SDSS_star_u,SDSS_star_g,SDSS_star_r,SDSS_star_i,SDSS_star_z,SDSS_galaxy_objid,SDSS_galaxy_type,SDSS_galaxy_offset,SDSS_galaxy_redshift,SDSS_galaxy_ra,SDSS_galaxy_dec,SDSS_galaxy_u,SDSS_galaxy_g,SDSS_galaxy_r,SDSS_galaxy_i,SDSS_galaxy_z
26237,SN 2018bie,188.93471,-0.22111,SN Ia-91T-like,0.022,,,ATLAS,ePESSTO,ATLAS,ATLAS18odq,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.281,orange-ATLAS,2018-05-10 09:43:12,ATLAS_Bot1,,1237648704042631193,6,0.45368438042178,0,188.927339146211,-0.219422936512392,24.84561,23.34988,23.29447,23.7658,21.92017,1237648704042631185,3,0.237593050418377,0.025069,188.931808117352,-0.223804417694058,17.5411,16.21349,15.74124,15.50862,15.31433
26244,SN 2018bil,167.45933,28.97138,SN Ia,0.032,,,ZTF,ePESSTO,ZTF,ZTF18aarcypa,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.89,r-ZTF,2018-05-07 04:30:43,ZTF_Bot1,,1237667211596464314,6,0.316040154313393,0,167.464718131046,28.9737304815074,23.81707,25.37954,24.36435,21.17979,23.0726,1237667211596464313,3,0.0133027848320792,0.03884,167.459578688023,28.971337326926,17.61127,15.72726,14.92329,14.54517,14.26085
26222,SN 2018bhp,224.76904,19.5872,SN Ia,0.054,,,ATLAS,ePESSTO,ATLAS,ATLAS18oav,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.25,orange-ATLAS,2018-05-09 11:55:40,ATLAS_Bot1,,1237665566074470565,6,0.00283907320231185,0,224.769072916598,19.587235738653,22.12241,25.11438,24.31181,24.3618,22.8269,1237665566074470519,3,0.10180659781138,0.043446,224.767242185777,19.5873008241702,17.32492,15.48797,14.62523,14.23141,13.90107
26226,SN 2018bht,246.62421,17.32059,SN Ia,0.09,,,ATLAS,ePESSTO,ATLAS,ATLAS18oas,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.313,orange-ATLAS,2018-05-09 13:12:00,ATLAS_Bot1,,1237671691765744650,6,0.250467675523088,0,246.623700304537,17.3247360064367,24.87824,23.14946,21.47956,20.15585,19.55851,1237665536544539059,3,0.0283358130682521,0.124297,246.62373284168,17.3204653673194,21.10047,19.34555,18.40186,17.88568,17.45621
26208,SN 2018bhb,231.85508,-0.44789,SN Ia,0.053,CGCG 021-098  ,0.053,"PTSS, ATLAS","PTSS, ePESSTO",ATLAS; PTSS,PTSS-18ecg,"CNEOST - STA1600, ATLAS1 - ACAM1","Lijiang-2.4m - YFOSC, ESO-NTT - EFOSC2-NTT",1,1,,17.9,r-Sloan,2018-05-08 17:15:21,Li,,1237648720716562648,6,0.0163243788634815,0,231.855278031109,-0.447703426201814,25.50277,24.07784,22.05728,21.14067,20.3789,1237648720716562643,3,0.113270855800986,0.096685,231.854379756536,-0.446136815045195,21.31419,20.74472,20.59409,20.40873,20.79459
26209,SN 2018bhc,251.60537,25.42146,SN Ia,0.056,,,"GaiaAlerts, ATLAS",ePESSTO,ATLAS; GaiaAlerts,Gaia18bek,"Gaia - Gaia-photometric, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.8,G-Gaia,2018-05-07 18:31:40,Gaia_Bot1,,1237662474235216914,6,0.385105045813456,0,251.612080881338,25.4235718296301,24.75785,22.41049,21.50029,20.82671,20.27916,1237662474235216266,3,0.00340716402888975,0.075588,251.605431802545,25.4214704381127,19.76712,18.04527,17.19778,16.77378,16.44994
26206,SN 2018bgz,222.40958,25.3702,SN Ia,0.033927,,,"SNHunt, ATLAS, ASAS-SN",,ASAS-SN; ATLAS; CRTS; SNHunt,,"Other - Other, ATLAS1 - ACAM1, ASASSN-3 - Paczynski",LT - SPRAT,1,1,,18,V-crts-CRTS,2018-05-08 07:22:13,Drake,,1237665429711159405,6,0.327111897759984,0,222.408601835702,25.3755797503337,23.97254,22.78661,22.83948,22.29267,22.84679,1237665429711159372,3,0.020507994625616,0.411397,222.409203278098,25.3702310117529,24.29706,22.47868,21.23506,20.72147,20.25617
26202,SN 2018bgv,165.62621,55.59883,SLSN-I,0.08,,,"GaiaAlerts, ATLAS, Pan-STARRS1",NUTS,ATLAS; GaiaAlerts; Pan-STARRS1,Gaia18beg,"Gaia - Gaia-photometric, ATLAS1 - ACAM1, PS1 - GPC1",,1,1,,18.26,G-Gaia,2018-05-06 17:19:40,Gaia_Bot1,,1237657220950327446,6,0.626984126028003,0,165.609318737672,55.5945740983495,25.25513,23.73036,23.60476,22.16842,21.33026,1237657220950327558,3,0.0208092345288691,0.104186,165.626722610012,55.5986391952396,20.87276,20.01687,19.7222,19.48737,19.57391
26185,SN 2018bge,166.06662,50.03055,SN II,0.023894,,,"ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts,ATLAS18nvj,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",LT - SPRAT,1,1,,18.591,orange-ATLAS,2018-05-06 08:57:07,ATLAS_Bot1,,1237657855532269681,6,0.0814078539515618,0,166.068708730027,50.030348550915,22.52836,22.49488,22.11951,22.18065,22.2063,1237657855532269941,3,0.183576876075715,0.469681,166.064270670102,50.0278885059932,22.25463,21.83127,21.14286,20.97369,21.33386
26183,SN 2018bgc,128.47783,55.5415,SN Ia,,,,ATLAS,,ATLAS,ATLAS18nvs,ATLAS1 - ACAM1,BAO-2.16m - Cassegrain,1,1,,17.64,orange-ATLAS,2018-05-06 07:17:45,ATLAS_Bot1,,1237663529723887794,6,0.0672059056216974,0,128.479777419657,55.5412987503344,20.95478,20.69534,20.80452,21.04869,21.43059,1237663529723887802,3,0.226388179972873,0.28598,128.471179516862,55.5417778651686,23.77099,24.0224,24.4278,22.03795,21.18032
26172,SN 2018bfr,166.19792,-15.63311,SN Ia,0.072,2MASX J11044706-1538068,0.071746,"ASAS-SN, ATLAS",,ASAS-SN; ATLAS,ASASSN-18jp,"ASASSN-3 - Paczynski, ASASSN-5 - Payne-Gaposchkin, ATLAS1 - ACAM1",Lick 3m - KAST,1,1,,18.2,g-Sloan,2018-05-05 18:43:12,Stanek,,1237671142546669774,6,0.280911067988425,0,166.198452037777,-15.6284562686703,21.82242,20.44298,20.04313,19.88362,19.88473,1237671142546669772,3,0.164168922252698,0.061387,166.196187206778,-15.6352784109863,17.97268,15.98542,15.03979,14.57042,14.22228
26178,SN 2018bfx,199.52763,27.87339,SN Ia,,,,"ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aajpjdi,"P48 - ZTF-Cam, ATLAS1 - ACAM1",,1,1,,20.04,r-ZTF,2018-04-14 07:24:57,ZTF_Bot1,,1237667444587299304,6,0.57862711012363,0,199.516725011045,27.8731140240308,22.65775,22.3774,22.2478,21.96522,21.2794,1237667444587298906,3,0.0142224509044688,0.082104,199.527637727681,27.8731530576035,19.07353,18.1646,17.84087,17.53318,17.43182
26162,SN 2018bfh,155.67162,15.93892,SN Ia,0.044,CGCG 094-019,0.044541,"ASAS-SN, ZTF",DAO_OTS,ASAS-SN; ZTF,ASASSN-18jn,"ASASSN-5 - Payne-Gaposchkin, ASASSN-4 - Leavitt, P48 - ZTF-Cam","Lick 3m - KAST, Plaskett Telescope - Plaskett",1,1,,17,g-Sloan,2018-05-06 03:50:24,Stanek,,1237668496310206658,6,0.198890186755853,0,155.673417361536,15.9360913591322,24.21708,22.94663,22.47701,22.87867,22.26231,1237668496310206652,3,0.0324707763746711,0.035127,155.671376577452,15.9394079441212,17.05551,15.41455,14.66936,14.29824,14.01378
26174,SN 2018bft,208.32979,-4.85885,SN Ia,0.075,SDSS J135319.28-045134.6,0.063,,,,C17-0118,CTIO-4m - DECAM,Lick 3m - KAST,1,1,,19.826,i-Sloan,2018-05-02 14:44:26,Narayan,KEGS-C16;KEGS-C17,1237671957522088203,6,0.313079488822391,0,208.327021693619,-4.8544206834179,25.25486,21.68268,20.19216,18.61171,17.74251,1237671957522088204,3,0.0573674063454009,0.068163,208.330351035301,-4.85962567388294,19.21115,17.81734,17.20933,16.82898,16.56257
26182,SN 2018bgb,187.32329,6.34114,SN Ia,0.086,,,ZTF,ePESSTO,ZTF,ZTF18aaphzut,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.76,r-ZTF,2018-05-05 04:03:21,ZTF_Bot1,,1237661970112840923,6,0.541306912107664,0,187.326858372662,6.34943546847935,25.12467,25.47071,24.10666,22.38059,22.31968,1237661970112840095,3,0.00988826891699952,0.128719,187.323131551054,6.34109141286971,21.67603,19.74373,18.81956,18.36445,17.99882
26170,SN 2018bfp,201.15925,-2.58111,SN Ib,0.053,SDSS J132438.21-023450.3,0.06,,,,C17-0116,CTIO-4m - DECAM,Gemini-N - GMOS,1,1,,22.444,g-Sloan,2018-04-24 16:38:36,Narayan,KEGS-C16;KEGS-C17,1237655498663330024,6,0.193341395374267,0,201.162407174226,-2.58177034304635,24.55906,21.23465,19.92468,19.37873,19.07409,1237655498663330025,3,0.027804473794824,0.07268,201.159224603917,-2.5806472871027,19.80075,18.54429,18.13777,17.87123,17.78604
26158,SN 2018bfd,217.25217,17.32517,SN Ia,0.052,,,ATLAS,,ATLAS,ATLAS18nut,ATLAS1 - ACAM1,Lick 3m - KAST,1,1,,18.083,orange-ATLAS,2018-05-05 11:05:16,ATLAS_Bot1,,1237668272441524284,6,0.111701752665604,0,217.254106207263,17.3253924292951,24.60762,24.97237,24.32092,22.32541,22.01697,1237668298217488585,3,0.412751883831733,0.044862,217.246811901265,17.3205700583077,17.31797,15.33867,14.47271,14.05312,13.73225
26157,SN 2018bfc,350.74308,-1.02789,SN Ia,0.034,SDSS J232258.36-010141.2,0.034266,ASAS-SN,,ASAS-SN,ASASSN-18jl,ASASSN-3 - Paczynski,Keck1 - LRIS,1,1,,16.9,g-Sloan,2018-05-05 09:36:00,Stanek,,1237656906351051106,6,0.0603240922566161,0,350.742338736293,-1.0272106347974,24.72092,23.11796,22.46425,22.8494,23.05043,1237656906351051104,3,0.0151405820989821,0.072922,350.743184440509,-1.02811972309078,19.27048,18.05561,17.62726,17.32285,17.22971
26159,SN 2018bfe,195.48075,7.60169,SN Ia,0.060885,,,ATLAS,,ATLAS,ATLAS18nuw,ATLAS1 - ACAM1,LT - SPRAT,1,1,,18.685,orange-ATLAS,2018-05-05 10:23:31,ATLAS_Bot1,,1237661976014880829,6,0.398394166762427,0,195.474291169424,7.59992884537541,24.2161,25.41847,22.98877,22.05172,21.6662,1237661976014880827,3,0.199799450358352,0.035535,195.478998616797,7.59884831865719,17.37522,15.86576,15.0854,14.68481,14.3603
26137,SN 2018bei,233.888,12.5679,SN II,0.028,LEDA 214391,0.02837,"LOSS, ZTF",ePESSTO,LOSS; ZTF,kait-18T,"Other - Other, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.6,Clear-,2018-05-03 11:45:24,Zheng,,1237668270838251578,6,0.128036237453473,0,233.890101763358,12.5684877458729,22.50849,23.87704,23.87856,23.20438,21.60708,1237668270838251569,3,0.0287074122072244,0.032003,233.887661300204,12.5675541171453,18.15536,16.93082,16.50743,16.27254,16.18166
26136,SN 2018beh,142.84583,17.80831,SN Ib/c,0.06,SDSS J093123.09+174828.0,,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18ji,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.4,g-Sloan,2018-05-04 00:57:36,Stanek,,1237667536393535865,6,0.0604199785025968,0,142.844772895625,17.8083431705915,24.32387,21.78253,20.35384,19.73401,19.45763,1237667536393535866,3,0.0384904396528279,0.068108,142.8462093593,17.8077798315382,20.5851,19.2461,18.86329,18.58203,18.42103
26115,SN 2018bdo,231.65958,28.86628,SN Ia,0.08,,,"GaiaAlerts, ZTF, ATLAS",NUTS,ATLAS; GaiaAlerts; ZTF,Gaia18bca,"Gaia - Gaia-photometric, P48 - ZTF-Cam, ATLAS1 - ACAM1",NOT - ALFOSC,1,1,,18.56,G-Gaia,2018-04-28 12:08:38,Gaia_Bot1,,1237662661602968042,6,0.0237192820513701,0,231.659761074399,28.8659178775796,24.1777,25.11425,24.65511,22.34842,22.25238,1237662661602968040,3,0.0127624872887845,0.096086,231.659817256567,28.866325534805,19.10822,17.80843,17.16231,16.76826,16.52267
26107,SN 2018bdg,179.90417,27.53057,SN Ia-91T-like,0.09,,,"GaiaAlerts, ATLAS, ZTF",ePESSTO,ATLAS; GaiaAlerts; ZTF,Gaia18bbq,"Gaia - Gaia-photometric, ATLAS1 - ACAM1, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.88,G-Gaia,2018-04-28 01:09:07,Gaia_Bot1,,1237667323254997908,6,0.379193119755396,0,179.897120393981,27.5314984601865,24.74924,22.54455,21.17475,20.55415,20.25611,1237667323254997927,3,0.019601041783709,0.507341,179.904473981816,27.530754553128,21.67824,21.16788,21.04954,20.78315,20.67971
26108,SN 2018bdh,163.15962,22.22875,SN Ia,0.079,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18bbr,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.81,G-Gaia,2018-04-28 05:05:16,Gaia_Bot1,,1237667536402120855,6,0.188563584690219,0,163.162942734632,22.2293951953385,24.29833,24.38869,23.21059,23.57036,22.30568,1237667536402120850,3,0.111568734087252,0.074835,163.159091410365,22.2305439468098,18.54581,16.70633,15.80467,15.40456,15.09094
26087,SN 2018bcm,260.47942,29.30933,SN Ia,0.09,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18bav,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.6,G-Gaia,2018-04-25 18:28:48,Gaia_Bot1,,1237655130383844074,6,0.191313821231668,0,260.483016545915,29.3087542893236,24.74999,23.79862,24.57438,23.86257,23.0883,1237655130383844984,3,0.18410874252903,0.355051,260.481159172136,29.3119975326211,23.16919,22.12251,21.35446,21.09936,20.58469
26074,SN 2018bbz,261.96804,60.09606,SN Ia,0.028,PGC60339,,"ISSP, ZTF",NUTS,ISSP; ZTF,,"Other - Other, P48 - ZTF-Cam",NOT - ALFOSC,1,1,,17.9,Clear-,2018-04-26 00:28:48,Ciabattari,,1237656529992548545,6,0.350000402101992,0,261.97967613427,60.0954486663431,24.69421,22.75134,22.20548,21.96408,21.65757,1237656529992548527,3,0.0773049640294623,0.031595,261.968847622207,60.0972838891678,16.78494,14.85204,14.01812,13.58886,13.27892
26057,SN 2018bbk,118.11229,16.49403,SN II,0.038,,,ZTF,ZTF,ZTF,ZTF18aaewugy,P48 - ZTF-Cam,APO 3.5m - DIS,1,1,,18.7,r-ZTF,2018-03-05 03:36:00,ZTF_Bot1,,1237664835921838764,6,0.00233935489996189,0,118.11230734895,16.4940652624068,22.26776,21.94596,22.42986,22.48185,22.82694,1237664835921838760,3,0.075330197294868,0.03916,118.112478318168,16.4952724506603,19.37319,18.16536,17.8183,17.63643,17.48023
26041,SN 2018baw,261.64162,34.37356,SN Ia,0.062,,,ZTF,ZTF,ZTF,ZTF18aaibibr,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.1,r-ZTF,2018-03-21 10:48:00,ZTF_Bot1,,1237665582724874633,6,0.0219384033968434,0,261.641188130988,34.373641447358,24.65623,25.13388,24.8115,22.2585,19.47559,1237665582724874628,3,0.0501540596033325,0.070597,261.640712880148,34.3739317007191,18.47944,17.03711,16.36959,15.98371,15.72638
26045,SN 2018bba,159.51662,45.25664,SN Ia,0.121,,,ZTF,ZTF,ZTF,ZTF18aahqavd,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.3,r-ZTF,2018-04-10 06:14:24,ZTF_Bot1,,1237660636533293530,6,0.265828517220452,0,159.522906138368,45.2568600352086,24.73612,22.98687,22.04674,22.28619,22.01968,1237660636533293293,3,0.0393034862672895,0.105925,159.515985932111,45.2571194607038,20.55148,19.24388,18.76208,18.44326,18.43586
26040,SN 2018bav,251.85638,25.68508,SN Ia,0.114,,,ZTF,ZTF,ZTF,ZTF18aagrgao,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.7,r-ZTF,2018-03-21 09:21:36,ZTF_Bot1,,1237662300840395239,6,0.382396269469813,0,251.849308238851,25.685021363226,23.74806,20.89804,19.75962,19.35406,19.08627,1237662300840395048,3,0.0427885117553939,0.12202,251.857106181214,25.6847966356526,19.71821,17.67036,16.60172,16.14991,15.80287
26044,SN 2018baz,246.05579,25.27206,SN Ia-91bg-like,0.1,,,ZTF,ZTF,ZTF,ZTF18aaiajvb,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.6,r-ZTF,2018-03-21 09:50:24,ZTF_Bot1,,1237662640660021852,6,0.617940719143877,0,246.053038773334,25.2620660294843,21.71721,20.87692,20.39792,20.20301,20.0786,1237662640660021975,3,0.0179056274395282,0.110815,246.055920846738,25.2717860323659,24.16931,22.09181,21.35296,21.2618,21.72827
26038,SN 2018bat,219.45421,45.54928,SN Ia,0.124,,,ZTF,ZTF,ZTF,ZTF18aaguhgb,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.7,g-ZTF,2018-03-30 12:00:00,ZTF_Bot1,,1237661212582084762,6,0.205284436874916,0,219.459071641392,45.5489412470226,24.02517,21.95527,21.3741,21.22445,21.02765,1237661212582084760,3,0.0524238664117832,0.134707,219.454241384126,45.5484065453647,18.71075,17.50717,16.77703,16.36634,16.09693
26039,SN 2018bau,176.54983,9.35503,SN Ia,0.08,,,"ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aahfxnn,"P48 - ZTF-Cam, ATLAS1 - ACAM1",P200 - DBSP,1,1,,19,r-ZTF,2018-04-06 05:31:12,ZTF_Bot1,,1237660613439652352,6,0.721234329589238,0,176.537714446829,9.35628959887461,22.27276,20.60179,19.90969,19.71169,19.68131,1237660613439652108,3,0.0693085624042567,0.085419,176.548694596951,9.35474843909812,20.16038,18.7844,18.24748,17.91824,17.68225
26035,SN 2018baq,177.93967,57.79954,SN Ia,0.064,,,"ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS18nqr,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.471,orange-ATLAS,2018-04-12 10:12:00,ATLAS_Bot1,,1237661353779396736,6,0.210633772414097,0,177.945776187437,57.7982224626716,24.7691,24.16514,23.03906,21.5819,20.51099,1237661353779396732,3,0.0788293604855762,0.066971,177.937277583365,57.7998575367564,18.38168,17.27355,16.86406,16.57997,16.45386
26037,SN 2018bas,177.79775,16.52983,SN II,0.066,,,ZTF,ZTF,ZTF,ZTF18aahmrtf,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.6,r-ZTF,2018-04-08 06:57:36,ZTF_Bot1,,1237668584362868841,6,0.751904951352891,0,177.795721879975,16.5174500085762,25.2384,23.76976,22.68098,21.93253,21.82173,1237668584362868845,3,0.0344412277787717,0.062209,177.797250979714,16.5301472325934,19.33101,18.35368,18.01493,17.77256,17.67977
